,Area,fips,Value
687,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27053,97.65625
688,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27059,97.65625
689,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27079,97.65625
690,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27095,97.65625
691,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27123,97.65625
692,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27139,97.65625
693,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27141,97.65625
694,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27143,97.65625
695,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27163,97.65625
696,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27171,97.65625
697,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",55093,97.65625
698,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",55109,97.65625
699,"Missoula, MT (Metropolitan Statistical Area)",30063,104.1666667
700,"Mobile, AL (Metropolitan Statistical Area)",1097,113.6363636
701,"Modesto, CA (Metropolitan Statistical Area)",6099,101.3171226
702,"Monroe, LA (Metropolitan Statistical Area)",22073,116.4144354
703,"Monroe, LA (Metropolitan Statistical Area)",22111,116.4144354
704,"Monroe, MI (Metropolitan Statistical Area)",26115,105.7082452
705,"Montgomery, AL (Metropolitan Statistical Area)",1001,111.9820829
706,"Montgomery, AL (Metropolitan Statistical Area)",1051,111.9820829
707,"Montgomery, AL (Metropolitan Statistical Area)",1085,111.9820829
708,"Montgomery, AL (Metropolitan Statistical Area)",1101,111.9820829
709,"Morgantown, WV (Metropolitan Statistical Area)",54061,109.5290252
710,"Morgantown, WV (Metropolitan Statistical Area)",54077,109.5290252
711,"Morristown, TN (Metropolitan Statistical Area)",47063,123.00123
712,"Morristown, TN (Metropolitan Statistical Area)",47089,123.00123
713,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",53057,102.4590164
714,"Muncie, IN (Metropolitan Statistical Area)",18035,112.8668172
715,"Muskegon, MI (Metropolitan Statistical Area)",26121,113.7656428
716,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",37019,110.2535832
717,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",45051,110.2535832
718,"Napa, CA (Metropolitan Statistical Area)",6055,83.26394671
719,"Naples-Immokalee-Marco Island, FL (Metropolitan Statistical Area)",12021,100
720,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47015,106.4962726
721,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47021,106.4962726
722,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47037,106.4962726
723,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47043,106.4962726
724,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47081,106.4962726
725,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47111,106.4962726
726,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47119,106.4962726
727,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47147,106.4962726
728,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47149,106.4962726
729,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47159,106.4962726
730,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47165,106.4962726
731,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47169,106.4962726
732,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47187,106.4962726
733,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47189,106.4962726
734,"New Bern, NC (Metropolitan Statistical Area)",37049,115.3402537
735,"New Bern, NC (Metropolitan Statistical Area)",37103,115.3402537
736,"New Bern, NC (Metropolitan Statistical Area)",37137,115.3402537
737,"New Haven-Milford, CT (Metropolitan Statistical Area)",9009,89.20606601
738,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22051,104.6025105
739,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22071,104.6025105
740,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22075,104.6025105
741,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22087,104.6025105
742,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22089,104.6025105
743,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22093,104.6025105
744,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22095,104.6025105
745,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22103,104.6025105
746,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36027,82.03445447
747,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36079,82.03445447
748,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36059,82.03445447
749,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36103,82.03445447
750,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34013,82.03445447
751,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34019,82.03445447
752,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34027,82.03445447
753,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34035,82.03445447
754,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34037,82.03445447
755,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34039,82.03445447
756,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",42103,82.03445447
757,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34003,82.03445447
758,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34017,82.03445447
759,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34023,82.03445447
760,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34025,82.03445447
761,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34029,82.03445447
762,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34031,82.03445447
763,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36005,82.03445447
764,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36047,82.03445447
765,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36061,82.03445447
766,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36071,82.03445447
767,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36081,82.03445447
768,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36085,82.03445447
769,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36087,82.03445447
770,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36119,82.03445447
771,"Niles-Benton Harbor, MI (Metropolitan Statistical Area)",26021,111.8568233
772,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",12081,101.2145749
773,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",12115,101.2145749
774,"Norwich-New London, CT (Metropolitan Statistical Area)",9011,99.70089731
775,"Ocala, FL (Metropolitan Statistical Area)",12083,110.864745
776,"Ocean City, NJ (Metropolitan Statistical Area)",34009,93.6329588
777,"Odessa, TX (Metropolitan Statistical Area)",48135,102.4590164
778,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",49003,104.6025105
779,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",49011,104.6025105
780,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",49029,104.6025105
781,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",49057,104.6025105
782,"Oklahoma City, OK (Metropolitan Statistical Area)",40017,108.577633
783,"Oklahoma City, OK (Metropolitan Statistical Area)",40027,108.577633
784,"Oklahoma City, OK (Metropolitan Statistical Area)",40051,108.577633
785,"Oklahoma City, OK (Metropolitan Statistical Area)",40081,108.577633
786,"Oklahoma City, OK (Metropolitan Statistical Area)",40083,108.577633
787,"Oklahoma City, OK (Metropolitan Statistical Area)",40087,108.577633
788,"Oklahoma City, OK (Metropolitan Statistical Area)",40109,108.577633
789,"Olympia-Tumwater, WA (Metropolitan Statistical Area)",53067,94.16195857
790,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",19085,106.7235859
791,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",19129,106.7235859
792,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",19155,106.7235859
793,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",31025,106.7235859
794,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",31055,106.7235859
795,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",31153,106.7235859
796,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",31155,106.7235859
797,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",31177,106.7235859
798,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",12069,102.2494888
799,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",12095,102.2494888
800,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",12097,102.2494888
801,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",12117,102.2494888
802,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",55139,109.5290252
803,"Owensboro, KY (Metropolitan Statistical Area)",21059,114.2857143
804,"Owensboro, KY (Metropolitan Statistical Area)",21091,114.2857143
805,"Owensboro, KY (Metropolitan Statistical Area)",21149,114.2857143
806,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",6111,86.13264427
807,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",12009,104.9317943
808,"Panama City, FL (Metropolitan Statistical Area)",12005,106.1571125
809,"Panama City, FL (Metropolitan Statistical Area)",12045,106.1571125
810,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",54105,115.8748552
811,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",54107,115.8748552
812,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",12033,107.5268817
813,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",12113,107.5268817
814,"Peoria, IL (Metropolitan Statistical Area)",17123,109.0512541
815,"Peoria, IL (Metropolitan Statistical Area)",17143,109.0512541
816,"Peoria, IL (Metropolitan Statistical Area)",17175,109.0512541
817,"Peoria, IL (Metropolitan Statistical Area)",17179,109.0512541
818,"Peoria, IL (Metropolitan Statistical Area)",17203,109.0512541
819,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",34005,94.07337723
820,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",34007,94.07337723
821,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",34015,94.07337723
822,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",42017,94.07337723
823,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",42029,94.07337723
824,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",42091,94.07337723
825,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",42045,94.07337723
826,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",42101,94.07337723
827,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",10003,94.07337723
828,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",24015,94.07337723
829,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",34033,94.07337723
830,"Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)",4013,102.8806584
831,"Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)",4021,102.8806584
832,"Pine Bluff, AR (Metropolitan Statistical Area)",5025,119.760479
833,"Pine Bluff, AR (Metropolitan Statistical Area)",5069,119.760479
834,"Pine Bluff, AR (Metropolitan Statistical Area)",5079,119.760479
835,"Pittsburgh, PA (Metropolitan Statistical Area)",42003,105.5966209
836,"Pittsburgh, PA (Metropolitan Statistical Area)",42005,105.5966209
837,"Pittsburgh, PA (Metropolitan Statistical Area)",42007,105.5966209
838,"Pittsburgh, PA (Metropolitan Statistical Area)",42019,105.5966209
839,"Pittsburgh, PA (Metropolitan Statistical Area)",42051,105.5966209
840,"Pittsburgh, PA (Metropolitan Statistical Area)",42125,105.5966209
841,"Pittsburgh, PA (Metropolitan Statistical Area)",42129,105.5966209
842,"Pittsfield, MA (Metropolitan Statistical Area)",25003,105.1524711
843,"Pocatello, ID (Metropolitan Statistical Area)",16005,112.1076233
844,"Port St. Lucie, FL (Metropolitan Statistical Area)",12085,104.3841336
845,"Port St. Lucie, FL (Metropolitan Statistical Area)",12111,104.3841336
846,"Portland-South Portland, ME (Metropolitan Statistical Area)",23005,99.00990099
847,"Portland-South Portland, ME (Metropolitan Statistical Area)",23023,99.00990099
848,"Portland-South Portland, ME (Metropolitan Statistical Area)",23031,99.00990099
849,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",41005,98.23182711
850,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",41009,98.23182711
851,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",41051,98.23182711
852,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",41067,98.23182711
853,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",41071,98.23182711
854,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",53011,98.23182711
855,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",53059,98.23182711
856,"Prescott, AZ (Metropolitan Statistical Area)",4025,105.0420168
857,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",25005,100.9081736
858,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",44001,100.9081736
859,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",44003,100.9081736
860,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",44005,100.9081736
861,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",44007,100.9081736
862,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",44009,100.9081736
863,"Provo-Orem, UT (Metropolitan Statistical Area)",49023,102.5641026
864,"Provo-Orem, UT (Metropolitan Statistical Area)",49049,102.5641026
865,"Pueblo, CO (Metropolitan Statistical Area)",8101,108.577633
866,"Punta Gorda, FL (Metropolitan Statistical Area)",12015,105.7082452
867,"Racine, WI (Metropolitan Statistical Area)",55101,106.8376068
868,"Raleigh, NC (Metropolitan Statistical Area)",37069,104.3841336
869,"Raleigh, NC (Metropolitan Statistical Area)",37101,104.3841336
870,"Raleigh, NC (Metropolitan Statistical Area)",37183,104.3841336
871,"Rapid City, SD (Metropolitan Statistical Area)",46033,109.1703057
872,"Rapid City, SD (Metropolitan Statistical Area)",46093,109.1703057
873,"Rapid City, SD (Metropolitan Statistical Area)",46103,109.1703057
874,"Reading, PA (Metropolitan Statistical Area)",42011,104.7120419
875,"Redding, CA (Metropolitan Statistical Area)",6089,101.9367992
876,"Reno, NV (Metropolitan Statistical Area)",32029,100.9081736
877,"Reno, NV (Metropolitan Statistical Area)",32031,100.9081736
878,"Richmond, VA (Metropolitan Statistical Area)",51007,104.0582726
879,"Richmond, VA (Metropolitan Statistical Area)",51033,104.0582726
880,"Richmond, VA (Metropolitan Statistical Area)",51036,104.0582726
881,"Richmond, VA (Metropolitan Statistical Area)",51041,104.0582726
882,"Richmond, VA (Metropolitan Statistical Area)",51053,104.0582726
883,"Richmond, VA (Metropolitan Statistical Area)",51075,104.0582726
884,"Richmond, VA (Metropolitan Statistical Area)",51085,104.0582726
885,"Richmond, VA (Metropolitan Statistical Area)",51087,104.0582726
886,"Richmond, VA (Metropolitan Statistical Area)",51101,104.0582726
887,"Richmond, VA (Metropolitan Statistical Area)",51127,104.0582726
888,"Richmond, VA (Metropolitan Statistical Area)",51145,104.0582726
889,"Richmond, VA (Metropolitan Statistical Area)",51149,104.0582726
890,"Richmond, VA (Metropolitan Statistical Area)",51183,104.0582726
891,"Richmond, VA (Metropolitan Statistical Area)",51570,104.0582726
892,"Richmond, VA (Metropolitan Statistical Area)",51670,104.0582726
893,"Richmond, VA (Metropolitan Statistical Area)",51730,104.0582726
894,"Richmond, VA (Metropolitan Statistical Area)",51760,104.0582726
895,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",6065,93.72071228
896,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",6071,93.72071228
897,"Roanoke, VA (Metropolitan Statistical Area)",51023,109.5290252
898,"Roanoke, VA (Metropolitan Statistical Area)",51045,109.5290252
899,"Roanoke, VA (Metropolitan Statistical Area)",51067,109.5290252
900,"Roanoke, VA (Metropolitan Statistical Area)",51161,109.5290252
901,"Roanoke, VA (Metropolitan Statistical Area)",51770,109.5290252
902,"Roanoke, VA (Metropolitan Statistical Area)",51775,109.5290252
903,"Rochester, MN (Metropolitan Statistical Area)",27039,106.8376068
904,"Rochester, MN (Metropolitan Statistical Area)",27045,106.8376068
905,"Rochester, MN (Metropolitan Statistical Area)",27109,106.8376068
906,"Rochester, MN (Metropolitan Statistical Area)",27157,106.8376068
907,"Rochester, NY (Metropolitan Statistical Area)",36051,102.4590164
908,"Rochester, NY (Metropolitan Statistical Area)",36055,102.4590164
909,"Rochester, NY (Metropolitan Statistical Area)",36069,102.4590164
910,"Rochester, NY (Metropolitan Statistical Area)",36073,102.4590164
911,"Rochester, NY (Metropolitan Statistical Area)",36117,102.4590164
912,"Rochester, NY (Metropolitan Statistical Area)",36123,102.4590164
913,"Rockford, IL (Metropolitan Statistical Area)",17007,110.3752759
914,"Rockford, IL (Metropolitan Statistical Area)",17201,110.3752759
915,"Rocky Mount, NC (Metropolitan Statistical Area)",37065,117.5088132
916,"Rocky Mount, NC (Metropolitan Statistical Area)",37127,117.5088132
917,"Rome, GA (Metropolitan Statistical Area)",13115,124.6882793
918,"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",6017,97.46588694
919,"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",6061,97.46588694
920,"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",6067,97.46588694
921,"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",6113,97.46588694
922,"Saginaw, MI (Metropolitan Statistical Area)",26145,112.2334456
923,"Salem, OR (Metropolitan Statistical Area)",41047,104.7120419
924,"Salem, OR (Metropolitan Statistical Area)",41053,104.7120419
925,"Salinas, CA (Metropolitan Statistical Area)",6053,92.16589862
926,"Salisbury, MD-DE (Metropolitan Statistical Area)",10005,110.864745
927,"Salisbury, MD-DE (Metropolitan Statistical Area)",24039,110.864745
928,"Salisbury, MD-DE (Metropolitan Statistical Area)",24045,110.864745
929,"Salisbury, MD-DE (Metropolitan Statistical Area)",24047,110.864745
930,"Salt Lake City, UT (Metropolitan Statistical Area)",49035,100
931,"Salt Lake City, UT (Metropolitan Statistical Area)",49045,100
932,"San Angelo, TX (Metropolitan Statistical Area)",48235,106.4962726
933,"San Angelo, TX (Metropolitan Statistical Area)",48451,106.4962726
934,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",48013,105.9322034
935,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",48019,105.9322034
936,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",48029,105.9322034
937,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",48091,105.9322034
938,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",48187,105.9322034
939,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",48259,105.9322034
940,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",48325,105.9322034
941,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",48493,105.9322034
942,"San Diego-Carlsbad, CA (Metropolitan Statistical Area)",6073,85.76329331
943,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",6001,82.03445447
944,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",6013,82.03445447
945,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",6075,82.03445447
946,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",6081,82.03445447
947,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",6041,82.03445447
948,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",6069,80.58017728
949,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",6085,80.58017728
950,"San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",6079,93.19664492
951,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",6087,81.96721311
952,"Santa Fe, NM (Metropolitan Statistical Area)",35049,99.9000999
953,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",6083,91.40767824
954,"Santa Rosa, CA (Metropolitan Statistical Area)",6097,84.38818565
955,"Savannah, GA (Metropolitan Statistical Area)",13029,106.8376068
956,"Savannah, GA (Metropolitan Statistical Area)",13051,106.8376068
957,"Savannah, GA (Metropolitan Statistical Area)",13103,106.8376068
958,"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",42069,108.6956522
959,"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",42079,108.6956522
960,"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",42131,108.6956522
961,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",53033,91.40767824
962,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",53061,91.40767824
963,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",53053,91.40767824
964,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",12061,109.2896175
965,"Sebring, FL (Metropolitan Statistical Area)",12055,122.1001221
966,"Sheboygan, WI (Metropolitan Statistical Area)",55117,110.0110011
967,"Sherman-Denison, TX (Metropolitan Statistical Area)",48181,109.5290252
968,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",22015,110.619469
969,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",22017,110.619469
970,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",22031,110.619469
971,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",22119,110.619469
972,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",4003,111.4827202
973,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",19149,112.7395716
974,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",19193,112.7395716
975,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",31043,112.7395716
976,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",31051,112.7395716
977,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",46127,112.7395716
978,"Sioux Falls, SD (Metropolitan Statistical Area)",46083,108.2251082
979,"Sioux Falls, SD (Metropolitan Statistical Area)",46087,108.2251082
980,"Sioux Falls, SD (Metropolitan Statistical Area)",46099,108.2251082
981,"Sioux Falls, SD (Metropolitan Statistical Area)",46125,108.2251082
982,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",18141,111.9820829
983,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",26027,111.9820829
984,"Spartanburg, SC (Metropolitan Statistical Area)",45083,114.416476
985,"Spartanburg, SC (Metropolitan Statistical Area)",45087,114.416476
986,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",53051,104.6025105
987,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",53063,104.6025105
988,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",53065,104.6025105
989,"Springfield, IL (Metropolitan Statistical Area)",17129,109.6491228
990,"Springfield, IL (Metropolitan Statistical Area)",17167,109.6491228
991,"Springfield, MA (Metropolitan Statistical Area)",25013,102.7749229
992,"Springfield, MA (Metropolitan Statistical Area)",25015,102.7749229
993,"Springfield, MO (Metropolitan Statistical Area)",29043,113.2502831
994,"Springfield, MO (Metropolitan Statistical Area)",29059,113.2502831
995,"Springfield, MO (Metropolitan Statistical Area)",29077,113.2502831
996,"Springfield, MO (Metropolitan Statistical Area)",29167,113.2502831
997,"Springfield, MO (Metropolitan Statistical Area)",29225,113.2502831
998,"Springfield, OH (Metropolitan Statistical Area)",39023,113.8952164
999,"St. Cloud, MN (Metropolitan Statistical Area)",27009,108.2251082
1000,"St. Cloud, MN (Metropolitan Statistical Area)",27145,108.2251082
1001,"St. George, UT (Metropolitan Statistical Area)",49053,106.6098081
1002,"St. Joseph, MO-KS (Metropolitan Statistical Area)",20043,113.3786848
1003,"St. Joseph, MO-KS (Metropolitan Statistical Area)",29003,113.3786848
1004,"St. Joseph, MO-KS (Metropolitan Statistical Area)",29021,113.3786848
1005,"St. Joseph, MO-KS (Metropolitan Statistical Area)",29063,113.3786848
1006,"St. Louis, MO-IL (Metropolitan Statistical Area)",17005,110.3752759
1007,"St. Louis, MO-IL (Metropolitan Statistical Area)",17013,110.3752759
1008,"St. Louis, MO-IL (Metropolitan Statistical Area)",17027,110.3752759
1009,"St. Louis, MO-IL (Metropolitan Statistical Area)",17083,110.3752759
1010,"St. Louis, MO-IL (Metropolitan Statistical Area)",17117,110.3752759
1011,"St. Louis, MO-IL (Metropolitan Statistical Area)",17119,110.3752759
1012,"St. Louis, MO-IL (Metropolitan Statistical Area)",17133,110.3752759
1013,"St. Louis, MO-IL (Metropolitan Statistical Area)",17163,110.3752759
1014,"St. Louis, MO-IL (Metropolitan Statistical Area)",29071,110.3752759
1015,"St. Louis, MO-IL (Metropolitan Statistical Area)",29099,110.3752759
1016,"St. Louis, MO-IL (Metropolitan Statistical Area)",29113,110.3752759
1017,"St. Louis, MO-IL (Metropolitan Statistical Area)",29183,110.3752759
1018,"St. Louis, MO-IL (Metropolitan Statistical Area)",29189,110.3752759
1019,"St. Louis, MO-IL (Metropolitan Statistical Area)",29219,110.3752759
1020,"St. Louis, MO-IL (Metropolitan Statistical Area)",29510,110.3752759
1021,"State College, PA (Metropolitan Statistical Area)",42027,97.94319295
1022,"Staunton-Waynesboro, VA (Metropolitan Statistical Area)",51015,114.1552511
1023,"Staunton-Waynesboro, VA (Metropolitan Statistical Area)",51790,114.1552511
1024,"Staunton-Waynesboro, VA (Metropolitan Statistical Area)",51820,114.1552511
1025,"Stockton-Lodi, CA (Metropolitan Statistical Area)",6077,99.60159363
1026,"Sumter, SC (Metropolitan Statistical Area)",45085,114.0250855
1027,"Syracuse, NY (Metropolitan Statistical Area)",36053,104.2752868
