id,rpp,name
2150,101.3171226,Alaska (Nonmetropolitan Portion)
2164,101.3171226,Alaska (Nonmetropolitan Portion)
2170,91.24087591,"Anchorage, AK (Metropolitan Statistical Area)"
2180,101.3171226,Alaska (Nonmetropolitan Portion)
2185,101.3171226,Alaska (Nonmetropolitan Portion)
2188,101.3171226,Alaska (Nonmetropolitan Portion)
2195,101.3171226,Alaska (Nonmetropolitan Portion)
2198,101.3171226,Alaska (Nonmetropolitan Portion)
2220,101.3171226,Alaska (Nonmetropolitan Portion)
2230,101.3171226,Alaska (Nonmetropolitan Portion)
2240,101.3171226,Alaska (Nonmetropolitan Portion)
2261,101.3171226,Alaska (Nonmetropolitan Portion)
2270,101.3171226,Alaska (Nonmetropolitan Portion)
2275,101.3171226,Alaska (Nonmetropolitan Portion)
2282,101.3171226,Alaska (Nonmetropolitan Portion)
2290,101.3171226,Alaska (Nonmetropolitan Portion)
4001,116.6861144,Arizona (Nonmetropolitan Portion)
4003,110.2535832,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)"
4005,102.145046,"Flagstaff, AZ (Metropolitan Statistical Area)"
4007,116.6861144,Arizona (Nonmetropolitan Portion)
4009,116.6861144,Arizona (Nonmetropolitan Portion)
4011,116.6861144,Arizona (Nonmetropolitan Portion)
4012,116.6861144,Arizona (Nonmetropolitan Portion)
4013,102.3541453,"Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)"
4015,106.8376068,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)"
4017,116.6861144,Arizona (Nonmetropolitan Portion)
4019,102.9866117,"Tucson, AZ (Metropolitan Statistical Area)"
4021,102.3541453,"Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)"
4023,116.6861144,Arizona (Nonmetropolitan Portion)
4025,104.8218029,"Prescott, AZ (Metropolitan Statistical Area)"
4027,107.1811361,"Yuma, AZ (Metropolitan Statistical Area)"
5001,118.3431953,Arkansas (Nonmetropolitan Portion)
5003,118.3431953,Arkansas (Nonmetropolitan Portion)
5005,118.3431953,Arkansas (Nonmetropolitan Portion)
5007,110.9877913,"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)"
5009,118.3431953,Arkansas (Nonmetropolitan Portion)
5011,118.3431953,Arkansas (Nonmetropolitan Portion)
5013,118.3431953,Arkansas (Nonmetropolitan Portion)
5015,118.3431953,Arkansas (Nonmetropolitan Portion)
5017,118.3431953,Arkansas (Nonmetropolitan Portion)
5019,118.3431953,Arkansas (Nonmetropolitan Portion)
5021,118.3431953,Arkansas (Nonmetropolitan Portion)
5023,118.3431953,Arkansas (Nonmetropolitan Portion)
5025,118.2033097,"Pine Bluff, AR (Metropolitan Statistical Area)"
5027,118.3431953,Arkansas (Nonmetropolitan Portion)
5029,118.3431953,Arkansas (Nonmetropolitan Portion)
5031,121.9512195,"Jonesboro, AR (Metropolitan Statistical Area)"
5033,116.0092807,"Fort Smith, AR-OK (Metropolitan Statistical Area)"
5035,108.8139282,"Memphis, TN-MS-AR (Metropolitan Statistical Area)"
5037,118.3431953,Arkansas (Nonmetropolitan Portion)
5039,118.3431953,Arkansas (Nonmetropolitan Portion)
5041,118.3431953,Arkansas (Nonmetropolitan Portion)
5043,118.3431953,Arkansas (Nonmetropolitan Portion)
5045,110.2535832,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)"
5047,118.3431953,Arkansas (Nonmetropolitan Portion)
5049,118.3431953,Arkansas (Nonmetropolitan Portion)
5051,117.370892,"Hot Springs, AR (Metropolitan Statistical Area)"
5053,110.2535832,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)"
5055,118.3431953,Arkansas (Nonmetropolitan Portion)
5057,118.3431953,Arkansas (Nonmetropolitan Portion)
5059,118.3431953,Arkansas (Nonmetropolitan Portion)
5061,118.3431953,Arkansas (Nonmetropolitan Portion)
5063,118.3431953,Arkansas (Nonmetropolitan Portion)
5065,118.3431953,Arkansas (Nonmetropolitan Portion)
5067,118.3431953,Arkansas (Nonmetropolitan Portion)
5069,118.2033097,"Pine Bluff, AR (Metropolitan Statistical Area)"
5071,118.3431953,Arkansas (Nonmetropolitan Portion)
5073,118.3431953,Arkansas (Nonmetropolitan Portion)
5075,118.3431953,Arkansas (Nonmetropolitan Portion)
5077,118.3431953,Arkansas (Nonmetropolitan Portion)
5079,118.2033097,"Pine Bluff, AR (Metropolitan Statistical Area)"
5081,114.1552511,"Texarkana, TX-AR (Metropolitan Statistical Area)"
5083,118.3431953,Arkansas (Nonmetropolitan Portion)
5085,110.2535832,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)"
5087,110.9877913,"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)"
5089,118.3431953,Arkansas (Nonmetropolitan Portion)
5091,114.1552511,"Texarkana, TX-AR (Metropolitan Statistical Area)"
5093,118.3431953,Arkansas (Nonmetropolitan Portion)
5095,118.3431953,Arkansas (Nonmetropolitan Portion)
5097,118.3431953,Arkansas (Nonmetropolitan Portion)
5099,118.3431953,Arkansas (Nonmetropolitan Portion)
5101,118.3431953,Arkansas (Nonmetropolitan Portion)
5103,118.3431953,Arkansas (Nonmetropolitan Portion)
5105,110.2535832,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)"
5107,118.3431953,Arkansas (Nonmetropolitan Portion)
5109,118.3431953,Arkansas (Nonmetropolitan Portion)
5111,121.9512195,"Jonesboro, AR (Metropolitan Statistical Area)"
5113,118.3431953,Arkansas (Nonmetropolitan Portion)
5115,118.3431953,Arkansas (Nonmetropolitan Portion)
5117,118.3431953,Arkansas (Nonmetropolitan Portion)
5119,110.2535832,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)"
5121,118.3431953,Arkansas (Nonmetropolitan Portion)
5123,118.3431953,Arkansas (Nonmetropolitan Portion)
5125,110.2535832,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)"
5127,118.3431953,Arkansas (Nonmetropolitan Portion)
5129,118.3431953,Arkansas (Nonmetropolitan Portion)
5131,116.0092807,"Fort Smith, AR-OK (Metropolitan Statistical Area)"
5133,118.3431953,Arkansas (Nonmetropolitan Portion)
5135,118.3431953,Arkansas (Nonmetropolitan Portion)
5137,118.3431953,Arkansas (Nonmetropolitan Portion)
5139,118.3431953,Arkansas (Nonmetropolitan Portion)
5141,118.3431953,Arkansas (Nonmetropolitan Portion)
5143,110.9877913,"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)"
5145,118.3431953,Arkansas (Nonmetropolitan Portion)
5147,118.3431953,Arkansas (Nonmetropolitan Portion)
5149,118.3431953,Arkansas (Nonmetropolitan Portion)
6001,82.44023083,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)"
6003,103.7344398,California (Nonmetropolitan Portion)
6005,103.7344398,California (Nonmetropolitan Portion)
6007,100,"Chico, CA (Metropolitan Statistical Area)"
6009,103.7344398,California (Nonmetropolitan Portion)
6011,103.7344398,California (Nonmetropolitan Portion)
6013,82.44023083,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)"
6015,103.7344398,California (Nonmetropolitan Portion)
6017,97.56097561,"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)"
6019,102.7749229,"Fresno, CA (Metropolitan Statistical Area)"
6021,103.7344398,California (Nonmetropolitan Portion)
6023,103.7344398,California (Nonmetropolitan Portion)
6025,110.619469,"El Centro, CA (Metropolitan Statistical Area)"
6027,103.7344398,California (Nonmetropolitan Portion)
6029,102.2494888,"Bakersfield, CA (Metropolitan Statistical Area)"
6031,107.7586207,"Hanford-Corcoran, CA (Metropolitan Statistical Area)"
6033,103.7344398,California (Nonmetropolitan Portion)
6035,103.7344398,California (Nonmetropolitan Portion)
6037,85.47008547,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
6039,103.3057851,"Madera, CA (Metropolitan Statistical Area)"
6041,82.44023083,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)"
6043,103.7344398,California (Nonmetropolitan Portion)
6045,103.7344398,California (Nonmetropolitan Portion)
6047,104.7120419,"Merced, CA (Metropolitan Statistical Area)"
6049,103.7344398,California (Nonmetropolitan Portion)
6051,103.7344398,California (Nonmetropolitan Portion)
6053,92.67840593,"Salinas, CA (Metropolitan Statistical Area)"
6055,84.10428932,"Napa, CA (Metropolitan Statistical Area)"
6057,103.7344398,California (Nonmetropolitan Portion)
6059,85.47008547,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)"
6061,97.56097561,"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)"
6063,103.7344398,California (Nonmetropolitan Portion)
6065,94.42870633,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)"
6067,97.56097561,"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)"
6069,81.36696501,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)"
6071,94.42870633,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)"
6073,86.28127696,"San Diego-Carlsbad, CA (Metropolitan Statistical Area)"
6075,82.44023083,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)"
6077,99.60159363,"Stockton-Lodi, CA (Metropolitan Statistical Area)"
6079,93.45794393,"San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)"
6081,82.44023083,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)"
6083,91.91176471,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)"
6085,81.36696501,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)"
6087,82.10180624,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)"
6089,101.8329939,"Redding, CA (Metropolitan Statistical Area)"
6091,103.7344398,California (Nonmetropolitan Portion)
6093,103.7344398,California (Nonmetropolitan Portion)
6095,86.65511265,"Vallejo-Fairfield, CA (Metropolitan Statistical Area)"
6097,84.53085376,"Santa Rosa, CA (Metropolitan Statistical Area)"
6099,101.3171226,"Modesto, CA (Metropolitan Statistical Area)"
6101,101.5228426,"Yuba City, CA (Metropolitan Statistical Area)"
6103,103.7344398,California (Nonmetropolitan Portion)
6105,103.7344398,California (Nonmetropolitan Portion)
6107,104.8218029,"Visalia-Porterville, CA (Metropolitan Statistical Area)"
6109,103.7344398,California (Nonmetropolitan Portion)
6111,87.18395815,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)"
6113,97.56097561,"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)"
6115,101.5228426,"Yuba City, CA (Metropolitan Statistical Area)"
8001,95.51098376,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
8003,104.9317943,Colorado (Nonmetropolitan Portion)
8005,95.51098376,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
8007,104.9317943,Colorado (Nonmetropolitan Portion)
8009,104.9317943,Colorado (Nonmetropolitan Portion)
8011,104.9317943,Colorado (Nonmetropolitan Portion)
8013,91.65902841,"Boulder, CO (Metropolitan Statistical Area)"
8014,95.51098376,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
8015,104.9317943,Colorado (Nonmetropolitan Portion)
8017,104.9317943,Colorado (Nonmetropolitan Portion)
8019,95.51098376,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
8021,104.9317943,Colorado (Nonmetropolitan Portion)
8023,104.9317943,Colorado (Nonmetropolitan Portion)
8025,104.9317943,Colorado (Nonmetropolitan Portion)
8027,104.9317943,Colorado (Nonmetropolitan Portion)
8029,104.9317943,Colorado (Nonmetropolitan Portion)
8031,95.51098376,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
8033,104.9317943,Colorado (Nonmetropolitan Portion)
8035,95.51098376,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
8037,104.9317943,Colorado (Nonmetropolitan Portion)
8039,95.51098376,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
8041,100.3009027,"Colorado Springs, CO (Metropolitan Statistical Area)"
8043,104.9317943,Colorado (Nonmetropolitan Portion)
8045,104.9317943,Colorado (Nonmetropolitan Portion)
8047,95.51098376,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
8049,104.9317943,Colorado (Nonmetropolitan Portion)
8051,104.9317943,Colorado (Nonmetropolitan Portion)
8053,104.9317943,Colorado (Nonmetropolitan Portion)
8055,104.9317943,Colorado (Nonmetropolitan Portion)
8057,104.9317943,Colorado (Nonmetropolitan Portion)
8059,95.51098376,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
8061,104.9317943,Colorado (Nonmetropolitan Portion)
8063,104.9317943,Colorado (Nonmetropolitan Portion)
8065,104.9317943,Colorado (Nonmetropolitan Portion)
8067,104.9317943,Colorado (Nonmetropolitan Portion)
8069,98.61932939,"Fort Collins, CO (Metropolitan Statistical Area)"
8071,104.9317943,Colorado (Nonmetropolitan Portion)
8073,104.9317943,Colorado (Nonmetropolitan Portion)
8075,104.9317943,Colorado (Nonmetropolitan Portion)
8077,105.9322034,"Grand Junction, CO (Metropolitan Statistical Area)"
8079,104.9317943,Colorado (Nonmetropolitan Portion)
8081,104.9317943,Colorado (Nonmetropolitan Portion)
8083,104.9317943,Colorado (Nonmetropolitan Portion)
8085,104.9317943,Colorado (Nonmetropolitan Portion)
8087,104.9317943,Colorado (Nonmetropolitan Portion)
8089,104.9317943,Colorado (Nonmetropolitan Portion)
8091,104.9317943,Colorado (Nonmetropolitan Portion)
8093,95.51098376,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)"
8095,104.9317943,Colorado (Nonmetropolitan Portion)
8097,104.9317943,Colorado (Nonmetropolitan Portion)
8099,104.9317943,Colorado (Nonmetropolitan Portion)
8101,108.3423619,"Pueblo, CO (Metropolitan Statistical Area)"
8103,104.9317943,Colorado (Nonmetropolitan Portion)
8105,104.9317943,Colorado (Nonmetropolitan Portion)
8107,104.9317943,Colorado (Nonmetropolitan Portion)
8109,104.9317943,Colorado (Nonmetropolitan Portion)
8111,104.9317943,Colorado (Nonmetropolitan Portion)
8113,104.9317943,Colorado (Nonmetropolitan Portion)
8115,104.9317943,Colorado (Nonmetropolitan Portion)
8117,104.9317943,Colorado (Nonmetropolitan Portion)
8119,100.3009027,"Colorado Springs, CO (Metropolitan Statistical Area)"
8121,104.9317943,Colorado (Nonmetropolitan Portion)
8123,101.1122346,"Greeley, CO (Metropolitan Statistical Area)"
8125,104.9317943,Colorado (Nonmetropolitan Portion)
9001,83.05647841,"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)"
9003,99.30486594,"Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)"
9005,96.33911368,Connecticut (Nonmetropolitan Portion)
9007,99.30486594,"Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)"
9009,88.57395926,"New Haven-Milford, CT (Metropolitan Statistical Area)"
9011,99.50248756,"Norwich-New London, CT (Metropolitan Statistical Area)"
9013,99.30486594,"Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)"
9015,96.24639076,"Worcester, MA-CT (Metropolitan Statistical Area)"
10001,106.1571125,"Dover, DE (Metropolitan Statistical Area)"
10003,93.28358209,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)"
10005,111.4827202,"Salisbury, MD-DE (Metropolitan Statistical Area)"
11001,83.7520938,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)"
12001,105.0420168,"Gainesville, FL (Metropolitan Statistical Area)"
12003,104.1666667,"Jacksonville, FL (Metropolitan Statistical Area)"
12005,105.374078,"Panama City, FL (Metropolitan Statistical Area)"
12007,111.2347052,Florida (Nonmetropolitan Portion)
12009,105.0420168,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)"
12011,94.42870633,"Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)"
12013,111.2347052,Florida (Nonmetropolitan Portion)
12015,105.4852321,"Punta Gorda, FL (Metropolitan Statistical Area)"
12017,112.9943503,"Homosassa Springs, FL (Metropolitan Statistical Area)"
12019,104.1666667,"Jacksonville, FL (Metropolitan Statistical Area)"
12021,100.4016064,"Naples-Immokalee-Marco Island, FL (Metropolitan Statistical Area)"
12023,111.2347052,Florida (Nonmetropolitan Portion)
12027,111.2347052,Florida (Nonmetropolitan Portion)
12029,111.2347052,Florida (Nonmetropolitan Portion)
12031,104.1666667,"Jacksonville, FL (Metropolitan Statistical Area)"
12033,106.9518717,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)"
12035,104.4932079,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)"
12037,111.2347052,Florida (Nonmetropolitan Portion)
12039,106.0445387,"Tallahassee, FL (Metropolitan Statistical Area)"
12041,105.0420168,"Gainesville, FL (Metropolitan Statistical Area)"
12043,111.2347052,Florida (Nonmetropolitan Portion)
12045,105.374078,"Panama City, FL (Metropolitan Statistical Area)"
12047,111.2347052,Florida (Nonmetropolitan Portion)
12049,111.2347052,Florida (Nonmetropolitan Portion)
12051,111.2347052,Florida (Nonmetropolitan Portion)
12053,99.9000999,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)"
12055,117.7856302,"Sebring, FL (Metropolitan Statistical Area)"
12057,99.9000999,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)"
12059,111.2347052,Florida (Nonmetropolitan Portion)
12061,110.0110011,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)"
12063,111.2347052,Florida (Nonmetropolitan Portion)
12065,106.0445387,"Tallahassee, FL (Metropolitan Statistical Area)"
12067,111.2347052,Florida (Nonmetropolitan Portion)
12069,102.2494888,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)"
12071,105.1524711,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)"
12073,106.0445387,"Tallahassee, FL (Metropolitan Statistical Area)"
12075,111.2347052,Florida (Nonmetropolitan Portion)
12077,111.2347052,Florida (Nonmetropolitan Portion)
12079,111.2347052,Florida (Nonmetropolitan Portion)
12081,101.3171226,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)"
12083,110.1321586,"Ocala, FL (Metropolitan Statistical Area)"
12085,104.3841336,"Port St. Lucie, FL (Metropolitan Statistical Area)"
12086,94.42870633,"Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)"
12087,111.2347052,Florida (Nonmetropolitan Portion)
12089,104.1666667,"Jacksonville, FL (Metropolitan Statistical Area)"
12091,104.9317943,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)"
12093,111.2347052,Florida (Nonmetropolitan Portion)
12095,102.2494888,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)"
12097,102.2494888,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)"
12099,94.42870633,"Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)"
12101,99.9000999,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)"
12103,99.9000999,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)"
12105,107.1811361,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)"
12107,111.2347052,Florida (Nonmetropolitan Portion)
12109,104.1666667,"Jacksonville, FL (Metropolitan Statistical Area)"
12111,104.3841336,"Port St. Lucie, FL (Metropolitan Statistical Area)"
12113,106.9518717,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)"
12115,101.3171226,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)"
12117,102.2494888,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)"
12119,110.864745,"The Villages, FL (Metropolitan Statistical Area)"
12121,111.2347052,Florida (Nonmetropolitan Portion)
12123,111.2347052,Florida (Nonmetropolitan Portion)
12125,111.2347052,Florida (Nonmetropolitan Portion)
12127,104.4932079,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)"
12129,106.0445387,"Tallahassee, FL (Metropolitan Statistical Area)"
12131,104.9317943,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)"
12133,111.2347052,Florida (Nonmetropolitan Portion)
13001,118.2033097,Georgia (Nonmetropolitan Portion)
13003,118.2033097,Georgia (Nonmetropolitan Portion)
13005,118.2033097,Georgia (Nonmetropolitan Portion)
13007,119.047619,"Albany, GA (Metropolitan Statistical Area)"
13009,118.2033097,Georgia (Nonmetropolitan Portion)
13011,118.2033097,Georgia (Nonmetropolitan Portion)
13013,104.6025105,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)"
13015,104.6025105,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)"
13017,118.2033097,Georgia (Nonmetropolitan Portion)
13019,118.2033097,Georgia (Nonmetropolitan Portion)
13021,114.2857143,"Macon, GA (Metropolitan Statistical Area)"
13023,118.2033097,Georgia (Nonmetropolitan Portion)
13025,116.2790698,"Brunswick, GA (Metropolitan Statistical Area)"
13027,121.6545012,"Valdosta, GA (Metropolitan Statistical Area)"
13029,106.0445387,"Savannah, GA (Metropolitan Statistical Area)"
13031,118.2033097,Georgia (Nonmetropolitan Portion)
13033,111.9820829,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)"
13035,104.6025105,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)"
13037,118.2033097,Georgia (Nonmetropolitan Portion)
13039,118.2033097,Georgia (Nonmetropolitan Portion)
13043,118.2033097,Georgia (Nonmetropolitan Portion)
13045,104.6025105,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)"
13047,110.3752759,"Chattanooga, TN-GA (Metropolitan Statistical Area)"
13049,118.2033097,Georgia (Nonmetropolitan Portion)
13051,106.0445387,"Savannah, GA (Metropolitan Statistical Area)"
13053,111.7318436,"Columbus, GA-AL (Metropolitan Statistical Area)"
13055,118.2033097,Georgia (Nonmetropolitan Portion)
13057,104.6025105,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)"
13059,108.6956522,"Athens-Clarke County, GA (Metropolitan Statistical Area)"
13061,118.2033097,Georgia (Nonmetropolitan Portion)
13063,104.6025105,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)"
13065,118.2033097,Georgia (Nonmetropolitan Portion)
13067,104.6025105,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)"
13069,118.2033097,Georgia (Nonmetropolitan Portion)
