county,state,value,name
6067,6,98.03921569,"Sacramento--Roseville--Arden-Arcade, CA "
6069,6,78.67820614,"San Jose-Sunnyvale-Santa Clara, CA "
6071,6,93.10986965,"Riverside-San Bernardino-Ontario, CA "
6073,6,85.98452279,"San Diego-Carlsbad, CA "
6075,6,80.19246191,"San Francisco-Oakland-Hayward, CA "
6077,6,100.4016064,"Stockton-Lodi, CA "
6079,6,93.37068161,"San Luis Obispo-Paso Robles-Arroyo Grande, CA "
6081,6,80.19246191,"San Francisco-Oakland-Hayward, CA "
6083,6,91.32420091,"Santa Maria-Santa Barbara, CA "
6085,6,78.67820614,"San Jose-Sunnyvale-Santa Clara, CA "
6087,6,80.12820513,"Santa Cruz-Watsonville, CA "
6089,6,102.6694045,"Redding, CA "
6091,6,103.626943,California 
6093,6,103.626943,California 
6095,6,85.03401361,"Vallejo-Fairfield, CA "
6097,6,82.6446281,"Santa Rosa, CA "
6099,6,102.2494888,"Modesto, CA "
6101,6,102.9866117,"Yuba City, CA "
6103,6,103.626943,California 
6105,6,103.626943,California 
6107,6,105.9322034,"Visalia-Porterville, CA "
6109,6,103.626943,California 
6111,6,85.32423208,"Oxnard-Thousand Oaks-Ventura, CA "
6113,6,98.03921569,"Sacramento--Roseville--Arden-Arcade, CA "
6115,6,102.9866117,"Yuba City, CA "
8000,8,103.7344398,Colorado 
8001,8,94.33962264,"Denver-Aurora-Lakewood, CO "
8003,8,103.7344398,Colorado 
8005,8,94.33962264,"Denver-Aurora-Lakewood, CO "
8007,8,103.7344398,Colorado 
8009,8,103.7344398,Colorado 
8011,8,103.7344398,Colorado 
8013,8,91.82736455,"Boulder, CO "
8015,8,103.7344398,Colorado 
8017,8,103.7344398,Colorado 
8019,8,94.33962264,"Denver-Aurora-Lakewood, CO "
8021,8,103.7344398,Colorado 
8023,8,103.7344398,Colorado 
8025,8,103.7344398,Colorado 
8027,8,103.7344398,Colorado 
8029,8,103.7344398,Colorado 
8031,8,94.33962264,"Denver-Aurora-Lakewood, CO "
8033,8,103.7344398,Colorado 
8035,8,94.33962264,"Denver-Aurora-Lakewood, CO "
8037,8,103.7344398,Colorado 
8039,8,94.33962264,"Denver-Aurora-Lakewood, CO "
8041,8,100.4016064,"Colorado Springs, CO "
8043,8,103.7344398,Colorado 
8045,8,103.7344398,Colorado 
8047,8,94.33962264,"Denver-Aurora-Lakewood, CO "
8049,8,103.7344398,Colorado 
8051,8,103.7344398,Colorado 
8053,8,103.7344398,Colorado 
8055,8,103.7344398,Colorado 
8057,8,103.7344398,Colorado 
8059,8,94.33962264,"Denver-Aurora-Lakewood, CO "
8061,8,103.7344398,Colorado 
8063,8,103.7344398,Colorado 
8065,8,103.7344398,Colorado 
8067,8,103.7344398,Colorado 
8069,8,98.13542689,"Fort Collins, CO "
8071,8,103.7344398,Colorado 
8073,8,103.7344398,Colorado 
8075,8,103.7344398,Colorado 
8077,8,106.3829787,"Grand Junction, CO "
8079,8,103.7344398,Colorado 
8081,8,103.7344398,Colorado 
8083,8,103.7344398,Colorado 
8085,8,103.7344398,Colorado 
8087,8,103.7344398,Colorado 
8089,8,103.7344398,Colorado 
8091,8,103.7344398,Colorado 
8093,8,94.33962264,"Denver-Aurora-Lakewood, CO "
8095,8,103.7344398,Colorado 
8097,8,103.7344398,Colorado 
8099,8,103.7344398,Colorado 
8101,8,109.2896175,"Pueblo, CO "
8103,8,103.7344398,Colorado 
8105,8,103.7344398,Colorado 
8107,8,103.7344398,Colorado 
8109,8,103.7344398,Colorado 
8111,8,103.7344398,Colorado 
8113,8,103.7344398,Colorado 
8115,8,103.7344398,Colorado 
8117,8,103.7344398,Colorado 
8119,8,100.4016064,"Colorado Springs, CO "
8121,8,103.7344398,Colorado 
8123,8,100.8064516,"Greeley, CO "
8125,8,103.7344398,Colorado 
9000,9,96.99321048,Connecticut 
9001,9,83.26394671,"Bridgeport-Stamford-Norwalk, CT "
9003,9,98.52216749,"Hartford-West Hartford-East Hartford, CT "
9005,9,96.99321048,Connecticut 
9007,9,98.52216749,"Hartford-West Hartford-East Hartford, CT "
9009,9,89.76660682,"New Haven-Milford, CT "
9011,9,99.00990099,"Norwich-New London, CT "
9013,9,98.52216749,"Hartford-West Hartford-East Hartford, CT "
9015,9,96.52509653,"Worcester, MA-CT "
10000,10,#N/A,#N/A
10001,10,105.9322034,"Dover, DE "
10003,10,94.42870633,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD "
10005,10,111.9820829,"Salisbury, MD-DE "
11000,11,#N/A,#N/A
11001,11,83.96305626,"Washington-Arlington-Alexandria, DC-VA-MD-WV "
12000,12,111.3585746,Florida 
12001,12,106.0445387,"Gainesville, FL "
12003,12,104.3841336,"Jacksonville, FL "
12005,12,106.7235859,"Panama City, FL "
12007,12,111.3585746,Florida 
12009,12,104.6025105,"Palm Bay-Melbourne-Titusville, FL "
12011,12,92.93680297,"Miami-Fort Lauderdale-West Palm Beach, FL "
12013,12,111.3585746,Florida 
12015,12,105.5966209,"Punta Gorda, FL "
12017,12,114.416476,"Homosassa Springs, FL "
12019,12,104.3841336,"Jacksonville, FL "
12021,12,99.10802775,"Naples-Immokalee-Marco Island, FL "
12023,12,111.3585746,Florida 
12025,12,111.3585746,Florida 
12027,12,111.3585746,Florida 
12029,12,111.3585746,Florida 
12031,12,104.3841336,"Jacksonville, FL "
12033,12,108.3423619,"Pensacola-Ferry Pass-Brent, FL "
12035,12,104.8218029,"Deltona-Daytona Beach-Ormond Beach, FL "
12037,12,111.3585746,Florida 
12039,12,107.5268817,"Tallahassee, FL "
12041,12,106.0445387,"Gainesville, FL "
12043,12,111.3585746,Florida 
12045,12,106.7235859,"Panama City, FL "
12047,12,111.3585746,Florida 
12049,12,111.3585746,Florida 
12051,12,111.3585746,Florida
12053,12,100.2004008,"Tampa-St. Petersburg-Clearwater, FL "
12055,12,121.0653753,"Sebring, FL "
12057,12,100.2004008,"Tampa-St. Petersburg-Clearwater, FL "
12059,12,111.3585746,Florida 
12061,12,109.1703057,"Sebastian-Vero Beach, FL "
12063,12,111.3585746,Florida 
12065,12,107.5268817,"Tallahassee, FL "
12067,12,111.3585746,Florida 
12069,12,102.0408163,"Orlando-Kissimmee-Sanford, FL "
12071,12,104.2752868,"Cape Coral-Fort Myers, FL "
12073,12,107.5268817,"Tallahassee, FL "
12075,12,111.3585746,Florida 
12077,12,111.3585746,Florida 
12079,12,111.3585746,Florida 
12081,12,101.010101,"North Port-Sarasota-Bradenton, FL "
12083,12,110.864745,"Ocala, FL "
12085,12,103.4126163,"Port St. Lucie, FL "
12086,12,92.94,"Miami-Fort Lauderdale-West Palm Beach, FL "
12087,12,111.3585746,Florida 
12089,12,104.3841336,"Jacksonville, FL "
12091,12,105.4852321,"Crestview-Fort Walton Beach-Destin, FL "
12093,12,111.3585746,Florida 
12095,12,102.0408163,"Orlando-Kissimmee-Sanford, FL "
12097,12,102.0408163,"Orlando-Kissimmee-Sanford, FL "
12099,12,92.93680297,"Miami-Fort Lauderdale-West Palm Beach, FL "
12101,12,100.2004008,"Tampa-St. Petersburg-Clearwater, FL "
12103,12,100.2004008,"Tampa-St. Petersburg-Clearwater, FL "
12105,12,107.6426265,"Lakeland-Winter Haven, FL "
12107,12,111.3585746,Florida 
12109,12,104.3841336,"Jacksonville, FL "
12111,12,103.4126163,"Port St. Lucie, FL "
12113,12,108.3423619,"Pensacola-Ferry Pass-Brent, FL "
12115,12,101.010101,"North Port-Sarasota-Bradenton, FL "
12117,12,102.0408163,"Orlando-Kissimmee-Sanford, FL "
12119,12,107.4113856,"The Villages, FL "
12121,12,111.3585746,Florida 
12123,12,111.3585746,Florida 
12125,12,111.3585746,Florida 
12127,12,104.8218029,"Deltona-Daytona Beach-Ormond Beach, FL "
12129,12,107.5268817,"Tallahassee, FL "
12131,12,105.4852321,"Crestview-Fort Walton Beach-Destin, FL "
12133,12,111.3585746,Florida 
13000,13,119.474313,Georgia 
13001,13,119.474313,Georgia 
13003,13,119.474313,Georgia 
13005,13,119.474313,Georgia 
13007,13,120.0480192,"Albany, GA "
13009,13,119.474313,Georgia 
13011,13,119.474313,Georgia 
13013,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13015,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13017,13,119.474313,Georgia 
13019,13,119.474313,Georgia 
13021,13,116.0092807,"Macon-Bibb County, GA "
13023,13,119.474313,Georgia 
13025,13,116.8224299,"Brunswick, GA "
13027,13,123.6093943,"Valdosta, GA "
13029,13,106.8376068,"Savannah, GA "
13031,13,119.474313,Georgia 
13033,13,113.2502831,"Augusta-Richmond County, GA-SC "
13035,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13037,13,119.474313,Georgia 
13039,13,119.474313,Georgia 
13043,13,119.474313,Georgia 
13045,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13047,13,111.9820829,"Chattanooga, TN-GA "
13049,13,119.474313,Georgia 
13051,13,106.8376068,"Savannah, GA "
13053,13,111.9820829,"Columbus, GA-AL "
13055,13,119.474313,Georgia 
13057,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13059,13,110.1321586,"Athens-Clarke County, GA "
13061,13,119.474313,Georgia 
13063,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13065,13,119.474313,Georgia 
13067,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13069,13,119.474313,Georgia 
13071,13,119.474313,Georgia 
13073,13,113.2502831,"Augusta-Richmond County, GA-SC "
13075,13,119.474313,Georgia 
13077,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13079,13,116.0092807,"Macon-Bibb County, GA "
13081,13,119.474313,Georgia 
13083,13,111.9820829,"Chattanooga, TN-GA "
13085,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13087,13,119.474313,Georgia 
13089,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13091,13,119.474313,Georgia 
13093,13,119.474313,Georgia 
13095,13,120.0480192,"Albany, GA "
13097,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13099,13,119.474313,Georgia 
13101,13,123.6093943,"Valdosta, GA "
13103,13,106.8376068,"Savannah, GA "
13105,13,119.474313,Georgia 
13107,13,119.474313,Georgia 
13109,13,119.474313,Georgia 
13111,13,119.474313,Georgia 
13113,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13115,13,123.3045623,"Rome, GA "
13117,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13119,13,119.474313,Georgia 
13121,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13123,13,119.474313,Georgia 
13125,13,119.474313,Georgia 
13127,13,116.8224299,"Brunswick, GA "
13129,13,119.474313,Georgia 
13131,13,119.474313,Georgia 
13133,13,119.474313,Georgia 
13135,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13137,13,119.474313,Georgia 
13139,13,112.9943503,"Gainesville, GA "
13141,13,119.474313,Georgia 
13143,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13145,13,111.9820829,"Columbus, GA-AL "
13147,13,119.474313,Georgia 
13149,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13151,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13153,13,112.9943503,"Warner Robins, GA "
13155,13,119.474313,Georgia 
13157,13,119.474313,Georgia 
13159,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13161,13,119.474313,Georgia 
13163,13,119.474313,Georgia 
13165,13,119.474313,Georgia 
13167,13,119.474313,Georgia 
13169,13,116.0092807,"Macon-Bibb County, GA "
13171,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13173,13,123.6093943,"Valdosta, GA "
13175,13,119.474313,Georgia 
13177,13,120.0480192,"Albany, GA "
13179,13,110.7419712,"Hinesville, GA "
13181,13,113.2502831,"Augusta-Richmond County, GA-SC "
13183,13,110.7419712,"Hinesville, GA "
13185,13,123.6093943,"Valdosta, GA "
13187,13,119.474313,Georgia 
13189,13,113.2502831,"Augusta-Richmond County, GA-SC "
13191,13,116.8224299,"Brunswick, GA "
13193,13,119.474313,Georgia 
13195,13,110.1321586,"Athens-Clarke County, GA "
13197,13,111.9820829,"Columbus, GA-AL "
13199,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13201,13,119.474313,Georgia 
13205,13,119.474313,Georgia 
13207,13,116.0092807,"Macon-Bibb County, GA "
13209,13,119.474313,Georgia 
13211,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13213,13,119.9040767,"Dalton, GA "
13215,13,111.9820829,"Columbus, GA-AL "
13217,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13219,13,110.1321586,"Athens-Clarke County, GA "
13221,13,110.1321586,"Athens-Clarke County, GA "
13223,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13225,13,112.9943503,"Warner Robins, GA "
13227,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13229,13,119.474313,Georgia 
13231,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13233,13,119.474313,Georgia 
13235,13,112.9943503,"Warner Robins, GA "
13237,13,119.474313,Georgia 
13239,13,119.474313,Georgia 
13241,13,119.474313,Georgia 
13243,13,119.474313,Georgia 
13245,13,113.2502831,"Augusta-Richmond County, GA-SC "
13247,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13249,13,119.474313,Georgia 
13251,13,119.474313,Georgia 
13253,13,119.474313,Georgia 
13255,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13257,13,119.474313,Georgia 
13259,13,119.474313,Georgia 
13261,13,119.474313,Georgia 
13263,13,119.474313,Georgia 
13265,13,119.474313,Georgia 
13267,13,119.474313,Georgia 
13269,13,119.474313,Georgia 
13271,13,119.474313,Georgia 
13273,13,120.0480192,"Albany, GA "
13275,13,119.474313,Georgia 
13277,13,119.474313,Georgia 
13279,13,119.474313,Georgia 
13281,13,119.474313,Georgia 
13283,13,119.474313,Georgia 
13285,13,119.474313,Georgia 
13287,13,119.474313,Georgia 
13289,13,116.0092807,"Macon-Bibb County, GA "
13291,13,119.474313,Georgia 
13293,13,119.474313,Georgia 
13295,13,111.9820829,"Chattanooga, TN-GA "
13297,13,103.8421599,"Atlanta-Sandy Springs-Roswell, GA "
13299,13,119.474313,Georgia 
13301,13,119.474313,Georgia 
13303,13,119.474313,Georgia 
13305,13,119.474313,Georgia 
13307,13,119.474313,Georgia 
13309,13,119.474313,Georgia 
13311,13,119.474313,Georgia 
13313,13,119.9040767,"Dalton, GA "
13315,13,119.474313,Georgia 
13317,13,119.474313,Georgia 
13319,13,119.474313,Georgia 
13321,13,120.0480192,"Albany, GA "
15000,15,98.32841691,Hawaii 
15001,15,98.32841691,Hawaii 
15003,15,80.38585209,"Urban Honolulu, HI "
15005,15,93.89671362,"Kahului-Wailuku-Lahaina, HI "
15007,15,98.32841691,Hawaii 
15009,15,93.89671362,"Kahului-Wailuku-Lahaina, HI "
16000,16,110.3752759,Idaho 
16001,16,105.4852321,"Boise City, ID "
16003,16,110.3752759,Idaho 
16005,16,112.4859393,"Pocatello, ID "
16007,16,110.3752759,Idaho 
16009,16,110.3752759,Idaho 
16011,16,110.3752759,Idaho 
16013,16,110.3752759,Idaho 
16015,16,105.4852321,"Boise City, ID "
16017,16,110.3752759,Idaho 
16019,16,111.3585746,"Idaho Falls, ID "
16021,16,110.3752759,Idaho 
16023,16,111.3585746,"Idaho Falls, ID "
16025,16,110.3752759,Idaho 
16027,16,105.4852321,"Boise City, ID "
16029,16,110.3752759,Idaho 
16031,16,110.3752759,Idaho 
16033,16,110.3752759,Idaho 
16035,16,110.3752759,Idaho 
16037,16,110.3752759,Idaho 
16039,16,110.3752759,Idaho 
16041,16,109.7694841,"Logan, UT-ID "
16043,16,110.3752759,Idaho 
16045,16,105.4852321,"Boise City, ID "
16047,16,110.3752759,Idaho 
16049,16,110.3752759,Idaho 
16051,16,111.3585746,"Idaho Falls, ID "
16053,16,110.3752759,Idaho 
16055,16,106.3829787,"Coeur d'Alene, ID "
16057,16,110.3752759,Idaho 
16059,16,110.3752759,Idaho 
16061,16,110.3752759,Idaho 
16063,16,110.3752759,Idaho 
16065,16,110.3752759,Idaho 
16067,16,110.3752759,Idaho 
16069,16,110.2535832,"Lewiston, ID-WA "
16071,16,110.3752759,Idaho 
16073,16,105.4852321,"Boise City, ID "
16075,16,110.3752759,Idaho 
16077,16,110.3752759,Idaho 
16079,16,110.3752759,Idaho 
16081,16,110.3752759,Idaho 
16083,16,110.3752759,Idaho 
16085,16,110.3752759,Idaho 
16087,16,110.3752759,Idaho 
17000,17,118.2033097,Illinois 
17001,17,118.2033097,Illinois 
17003,17,120.9189843,"Cape Girardeau, MO-IL "
17005,17,110.1321586,"St. Louis, MO-IL "
17007,17,111.2347052,"Rockford, IL "
17009,17,118.2033097,Illinois 
17011,17,118.2033097,Illinois 
17013,17,110.1321586,"St. Louis, MO-IL "
17015,17,118.2033097,Illinois 
17017,17,118.2033097,Illinois 
17019,17,106.7235859,"Champaign-Urbana, IL "
17021,17,118.2033097,Illinois 
17023,17,118.2033097,Illinois 
17025,17,118.2033097,Illinois 
17027,17,110.1321586,"St. Louis, MO-IL "
17029,17,118.2033097,Illinois 
17031,17,96.33911368,"Chicago-Naperville-Elgin, IL-IN-WI "
17033,17,118.2033097,Illinois 
17035,17,118.2033097,Illinois 
17037,17,96.33911368,"Chicago-Naperville-Elgin, IL-IN-WI "
17039,17,106.6098081,"Bloomington, IL "
17041,17,118.2033097,Illinois 
17043,17,96.33911368,"Chicago-Naperville-Elgin, IL-IN-WI "
17045,17,118.2033097,Illinois 
17047,17,118.2033097,Illinois 
17049,17,118.2033097,Illinois 
17051,17,118.2033097,Illinois 
17053,17,106.7235859,"Champaign-Urbana, IL "
17055,17,118.2033097,Illinois 
17057,17,118.2033097,Illinois 
17059,17,118.2033097,Illinois 
17061,17,118.2033097,Illinois 
17063,17,96.33911368,"Chicago-Naperville-Elgin, IL-IN-WI "
17065,17,118.2033097,Illinois 
17067,17,118.2033097,Illinois 
17069,17,118.2033097,Illinois 
17071,17,118.2033097,Illinois 
17073,17,110.864745,"Davenport-Moline-Rock Island, IA-IL "
17075,17,118.2033097,Illinois 
17077,17,119.760479,"Carbondale-Marion, IL "
17079,17,118.2033097,Illinois 
17081,17,118.2033097,Illinois 
17083,17,110.1321586,"St. Louis, MO-IL "
17085,17,118.2033097,Illinois 
17087,17,118.2033097,Illinois 
17089,17,96.33911368,"Chicago-Naperville-Elgin, IL-IN-WI "
17091,17,103.8421599,"Kankakee, IL "
17093,17,96.33911368,"Chicago-Naperville-Elgin, IL-IN-WI "
