county,state,value,name
5027,5,124.0694789,Arkansas (Nonmetropolitan Area)
5029,5,124.0694789,Arkansas (Nonmetropolitan Area)
5037,5,124.0694789,Arkansas (Nonmetropolitan Area)
5039,5,124.0694789,Arkansas (Nonmetropolitan Area)
5041,5,124.0694789,Arkansas (Nonmetropolitan Area)
5043,5,124.0694789,Arkansas (Nonmetropolitan Area)
5047,5,124.0694789,Arkansas (Nonmetropolitan Area)
5049,5,124.0694789,Arkansas (Nonmetropolitan Area)
5055,5,124.0694789,Arkansas (Nonmetropolitan Area)
5057,5,124.0694789,Arkansas (Nonmetropolitan Area)
5059,5,124.0694789,Arkansas (Nonmetropolitan Area)
5061,5,124.0694789,Arkansas (Nonmetropolitan Area)
5063,5,124.0694789,Arkansas (Nonmetropolitan Area)
5065,5,124.0694789,Arkansas (Nonmetropolitan Area)
5067,5,124.0694789,Arkansas (Nonmetropolitan Area)
5071,5,124.0694789,Arkansas (Nonmetropolitan Area)
5073,5,124.0694789,Arkansas (Nonmetropolitan Area)
5075,5,124.0694789,Arkansas (Nonmetropolitan Area)
5077,5,124.0694789,Arkansas (Nonmetropolitan Area)
5083,5,124.0694789,Arkansas (Nonmetropolitan Area)
5089,5,124.0694789,Arkansas (Nonmetropolitan Area)
5093,5,124.0694789,Arkansas (Nonmetropolitan Area)
5095,5,124.0694789,Arkansas (Nonmetropolitan Area)
5097,5,124.0694789,Arkansas (Nonmetropolitan Area)
5099,5,124.0694789,Arkansas (Nonmetropolitan Area)
5101,5,124.0694789,Arkansas (Nonmetropolitan Area)
5103,5,124.0694789,Arkansas (Nonmetropolitan Area)
5107,5,124.0694789,Arkansas (Nonmetropolitan Area)
5109,5,124.0694789,Arkansas (Nonmetropolitan Area)
5113,5,124.0694789,Arkansas (Nonmetropolitan Area)
5115,5,124.0694789,Arkansas (Nonmetropolitan Area)
5117,5,124.0694789,Arkansas (Nonmetropolitan Area)
5121,5,124.0694789,Arkansas (Nonmetropolitan Area)
5123,5,124.0694789,Arkansas (Nonmetropolitan Area)
5127,5,124.0694789,Arkansas (Nonmetropolitan Area)
5129,5,124.0694789,Arkansas (Nonmetropolitan Area)
5133,5,124.0694789,Arkansas (Nonmetropolitan Area)
5135,5,124.0694789,Arkansas (Nonmetropolitan Area)
5137,5,124.0694789,Arkansas (Nonmetropolitan Area)
5139,5,124.0694789,Arkansas (Nonmetropolitan Area)
5141,5,124.0694789,Arkansas (Nonmetropolitan Area)
5145,5,124.0694789,Arkansas (Nonmetropolitan Area)
5147,5,124.0694789,Arkansas (Nonmetropolitan Area)
5149,5,124.0694789,Arkansas (Nonmetropolitan Area)
37021,37,107.0663812,"Asheville, NC"
37087,37,107.0663812,"Asheville, NC"
37089,37,107.0663812,"Asheville, NC"
37115,37,107.0663812,"Asheville, NC"
13059,13,109.5290252,"Athens-Clarke County, GA"
13195,13,109.5290252,"Athens-Clarke County, GA"
13219,13,109.5290252,"Athens-Clarke County, GA"
13221,13,109.5290252,"Athens-Clarke County, GA"
13013,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13015,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13035,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13045,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13057,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13063,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13067,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13077,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13085,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13089,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13097,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13113,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13117,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13121,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13135,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13143,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13149,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13151,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13159,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13171,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13199,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13211,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13217,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13223,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13227,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13231,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13247,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13255,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
13297,13,102.7749229,"Atlanta-Sandy Springs-Roswell, GA"
34001,34,99.70089731,"Atlantic City-Hammonton, NJ"
1081,1,117.0960187,"Auburn-Opelika, AL"
13033,13,112.4859393,"Augusta-Richmond County, GA-SC"
13073,13,112.4859393,"Augusta-Richmond County, GA-SC"
13181,13,112.4859393,"Augusta-Richmond County, GA-SC"
13189,13,112.4859393,"Augusta-Richmond County, GA-SC"
13245,13,112.4859393,"Augusta-Richmond County, GA-SC"
45003,45,112.4859393,"Augusta-Richmond County, GA-SC"
45037,45,112.4859393,"Augusta-Richmond County, GA-SC"
48021,48,99.8003992,"Austin-Round Rock, TX"
48055,48,99.8003992,"Austin-Round Rock, TX"
48209,48,99.8003992,"Austin-Round Rock, TX"
48453,48,99.8003992,"Austin-Round Rock, TX"
48491,48,99.8003992,"Austin-Round Rock, TX"
6029,6,103.7344398,"Bakersfield, CA"
24003,24,93.72071228,"Baltimore-Columbia-Towson, MD"
24005,24,93.72071228,"Baltimore-Columbia-Towson, MD"
24013,24,93.72071228,"Baltimore-Columbia-Towson, MD"
24025,24,93.72071228,"Baltimore-Columbia-Towson, MD"
24027,24,93.72071228,"Baltimore-Columbia-Towson, MD"
24035,24,93.72071228,"Baltimore-Columbia-Towson, MD"
24510,24,93.72071228,"Baltimore-Columbia-Towson, MD"
23019,23,103.626943,"Bangor, ME"
25001,25,94.87666034,"Barnstable Town, MA"
22005,22,109.0512541,"Baton Rouge, LA"
22033,22,109.0512541,"Baton Rouge, LA"
22037,22,109.0512541,"Baton Rouge, LA"
22047,22,109.0512541,"Baton Rouge, LA"
22063,22,109.0512541,"Baton Rouge, LA"
22077,22,109.0512541,"Baton Rouge, LA"
22091,22,109.0512541,"Baton Rouge, LA"
22121,22,109.0512541,"Baton Rouge, LA"
22125,22,109.0512541,"Baton Rouge, LA"
26025,26,114.0250855,"Battle Creek, MI"
26017,26,116.8224299,"Bay City, MI"
48199,48,113.3786848,"Beaumont-Port Arthur, TX"
48245,48,113.3786848,"Beaumont-Port Arthur, TX"
48351,48,113.3786848,"Beaumont-Port Arthur, TX"
48361,48,113.3786848,"Beaumont-Port Arthur, TX"
54019,54,130.5483029,"Beckley, WV"
54081,54,130.5483029,"Beckley, WV"
53073,53,99.70089731,"Bellingham, WA"
41017,41,98.42519685,"Bend-Redmond, OR"
30009,30,105.374078,"Billings, MT"
30037,30,105.374078,"Billings, MT"
30111,30,105.374078,"Billings, MT"
36007,36,104.4932079,"Binghamton, NY"
36107,36,104.4932079,"Binghamton, NY"
1007,1,112.7395716,"Birmingham-Hoover, AL"
1009,1,112.7395716,"Birmingham-Hoover, AL"
1021,1,112.7395716,"Birmingham-Hoover, AL"
1073,1,112.7395716,"Birmingham-Hoover, AL"
1115,1,112.7395716,"Birmingham-Hoover, AL"
1117,1,112.7395716,"Birmingham-Hoover, AL"
1127,1,112.7395716,"Birmingham-Hoover, AL"
38015,38,107.7586207,"Bismarck, ND"
38059,38,107.7586207,"Bismarck, ND"
38065,38,107.7586207,"Bismarck, ND"
38085,38,107.7586207,"Bismarck, ND"
51063,51,112.2334456,"Blacksburg-Christiansburg-Radford, VA"
51071,51,112.2334456,"Blacksburg-Christiansburg-Radford, VA"
51121,51,112.2334456,"Blacksburg-Christiansburg-Radford, VA"
51155,51,112.2334456,"Blacksburg-Christiansburg-Radford, VA"
51750,51,112.2334456,"Blacksburg-Christiansburg-Radford, VA"
17039,17,108.577633,"Bloomington, IL"
17113,17,108.577633,"Bloomington, IL"
18105,18,109.0512541,"Bloomington, IN"
18119,18,109.0512541,"Bloomington, IN"
42037,42,107.9913607,"Bloomsburg-Berwick, PA"
42093,42,107.9913607,"Bloomsburg-Berwick, PA"
16001,16,106.9518717,"Boise City, ID"
16015,16,106.9518717,"Boise City, ID"
16027,16,106.9518717,"Boise City, ID"
16045,16,106.9518717,"Boise City, ID"
16073,16,106.9518717,"Boise City, ID"
25009,25,87.56567426,"Boston-Cambridge-Newton, MA-NH"
25017,25,87.56567426,"Boston-Cambridge-Newton, MA-NH"
25021,25,87.56567426,"Boston-Cambridge-Newton, MA-NH"
25023,25,87.56567426,"Boston-Cambridge-Newton, MA-NH"
25025,25,87.56567426,"Boston-Cambridge-Newton, MA-NH"
33015,33,87.56567426,"Boston-Cambridge-Newton, MA-NH"
33017,33,87.56567426,"Boston-Cambridge-Newton, MA-NH"
8013,8,93.37068161,"Boulder, CO"
21003,21,118.3431953,"Bowling Green, KY"
21031,21,118.3431953,"Bowling Green, KY"
21061,21,118.3431953,"Bowling Green, KY"
21227,21,118.3431953,"Bowling Green, KY"
53035,53,92.76437848,"Bremerton-Silverdale, WA"
9001,9,86.73026886,"Bridgeport-Stamford-Norwalk, CT"
48061,48,120.4819277,"Brownsville-Harlingen, TX"
13025,13,113.6363636,"Brunswick, GA"
13127,13,113.6363636,"Brunswick, GA"
13191,13,113.6363636,"Brunswick, GA"
36029,36,105.4852321,"Buffalo-Cheektowaga-Niagara Falls, NY"
36063,36,105.4852321,"Buffalo-Cheektowaga-Niagara Falls, NY"
37001,37,111.6071429,"Burlington, NC"
50007,50,94.60737938,"Burlington-South Burlington, VT"
50011,50,94.60737938,"Burlington-South Burlington, VT"
50013,50,94.60737938,"Burlington-South Burlington, VT"
6000,6,103.1991744,California (Nonmetropolitan Area)
6003,6,103.1991744,California (Nonmetropolitan Area)
6005,6,103.1991744,California (Nonmetropolitan Area)
6009,6,103.1991744,California (Nonmetropolitan Area)
6011,6,103.1991744,California (Nonmetropolitan Area)
6015,6,103.1991744,California (Nonmetropolitan Area)
6021,6,103.1991744,California (Nonmetropolitan Area)
6023,6,103.1991744,California (Nonmetropolitan Area)
6027,6,103.1991744,California (Nonmetropolitan Area)
6033,6,103.1991744,California (Nonmetropolitan Area)
6035,6,103.1991744,California (Nonmetropolitan Area)
6043,6,103.1991744,California (Nonmetropolitan Area)
6045,6,103.1991744,California (Nonmetropolitan Area)
6049,6,103.1991744,California (Nonmetropolitan Area)
6051,6,103.1991744,California (Nonmetropolitan Area)
6057,6,103.1991744,California (Nonmetropolitan Area)
6063,6,103.1991744,California (Nonmetropolitan Area)
6091,6,103.1991744,California (Nonmetropolitan Area)
6093,6,103.1991744,California (Nonmetropolitan Area)
6103,6,103.1991744,California (Nonmetropolitan Area)
6105,6,103.1991744,California (Nonmetropolitan Area)
6109,6,103.1991744,California (Nonmetropolitan Area)
24037,24,101.9367992,"California-Lexington Park, MD"
39019,39,115.7407407,"Canton-Massillon, OH"
39151,39,115.7407407,"Canton-Massillon, OH"
12071,12,102.2494888,"Cape Coral-Fort Myers, FL"
17003,17,119.1895113,"Cape Girardeau, MO-IL"
29017,29,119.1895113,"Cape Girardeau, MO-IL"
29031,29,119.1895113,"Cape Girardeau, MO-IL"
17077,17,119.9040767,"Carbondale-Marion, IL"
17199,17,119.9040767,"Carbondale-Marion, IL"
32510,32,103.5196687,"Carson City, NV"
56025,56,105.4852321,"Casper, WY"
19011,19,112.9943503,"Cedar Rapids, IA"
19105,19,112.9943503,"Cedar Rapids, IA"
19113,19,112.9943503,"Cedar Rapids, IA"
42055,42,105.7082452,"Chambersburg-Waynesboro, PA"
17019,17,108.4598698,"Champaign-Urbana, IL"
17053,17,108.4598698,"Champaign-Urbana, IL"
17147,17,108.4598698,"Champaign-Urbana, IL"
54005,54,115.7407407,"Charleston, WV"
54015,54,115.7407407,"Charleston, WV"
54039,54,115.7407407,"Charleston, WV"
45015,45,103.3057851,"Charleston-North Charleston, SC"
45019,45,103.3057851,"Charleston-North Charleston, SC"
45035,45,103.3057851,"Charleston-North Charleston, SC"
37025,37,106.1571125,"Charlotte-Concord-Gastonia, NC-SC"
37071,37,106.1571125,"Charlotte-Concord-Gastonia, NC-SC"
37097,37,106.1571125,"Charlotte-Concord-Gastonia, NC-SC"
37109,37,106.1571125,"Charlotte-Concord-Gastonia, NC-SC"
37119,37,106.1571125,"Charlotte-Concord-Gastonia, NC-SC"
37159,37,106.1571125,"Charlotte-Concord-Gastonia, NC-SC"
37179,37,106.1571125,"Charlotte-Concord-Gastonia, NC-SC"
45023,45,106.1571125,"Charlotte-Concord-Gastonia, NC-SC"
45057,45,106.1571125,"Charlotte-Concord-Gastonia, NC-SC"
45091,45,106.1571125,"Charlotte-Concord-Gastonia, NC-SC"
51003,51,100.9081736,"Charlottesville, VA"
51029,51,100.9081736,"Charlottesville, VA"
51065,51,100.9081736,"Charlottesville, VA"
51079,51,100.9081736,"Charlottesville, VA"
51125,51,100.9081736,"Charlottesville, VA"
51540,51,100.9081736,"Charlottesville, VA"
13047,13,112.6126126,"Chattanooga, TN-GA"
13083,13,112.6126126,"Chattanooga, TN-GA"
13295,13,112.6126126,"Chattanooga, TN-GA"
47065,47,112.6126126,"Chattanooga, TN-GA"
47115,47,112.6126126,"Chattanooga, TN-GA"
47153,47,112.6126126,"Chattanooga, TN-GA"
56021,56,105.9322034,"Cheyenne, WY"
17031,17,96.89922481,"Chicago-Naperville-Elgin, IL-IN-WI"
17037,17,96.89922481,"Chicago-Naperville-Elgin, IL-IN-WI"
17043,17,96.89922481,"Chicago-Naperville-Elgin, IL-IN-WI"
17063,17,96.89922481,"Chicago-Naperville-Elgin, IL-IN-WI"
17089,17,96.89922481,"Chicago-Naperville-Elgin, IL-IN-WI"
17093,17,96.89922481,"Chicago-Naperville-Elgin, IL-IN-WI"
17097,17,96.89922481,"Chicago-Naperville-Elgin, IL-IN-WI"
17111,17,96.89922481,"Chicago-Naperville-Elgin, IL-IN-WI"
17197,17,96.89922481,"Chicago-Naperville-Elgin, IL-IN-WI"
18073,18,96.89922481,"Chicago-Naperville-Elgin, IL-IN-WI"
18089,18,96.89922481,"Chicago-Naperville-Elgin, IL-IN-WI"
18111,18,96.89922481,"Chicago-Naperville-Elgin, IL-IN-WI"
18127,18,96.89922481,"Chicago-Naperville-Elgin, IL-IN-WI"
55059,55,96.89922481,"Chicago-Naperville-Elgin, IL-IN-WI"
6007,6,100.3009027,"Chico, CA"
18029,18,111.1111111,"Cincinnati, OH-KY-IN"
18115,18,111.1111111,"Cincinnati, OH-KY-IN"
18161,18,111.1111111,"Cincinnati, OH-KY-IN"
21015,21,111.1111111,"Cincinnati, OH-KY-IN"
21023,21,111.1111111,"Cincinnati, OH-KY-IN"
21037,21,111.1111111,"Cincinnati, OH-KY-IN"
21077,21,111.1111111,"Cincinnati, OH-KY-IN"
21081,21,111.1111111,"Cincinnati, OH-KY-IN"
21117,21,111.1111111,"Cincinnati, OH-KY-IN"
21191,21,111.1111111,"Cincinnati, OH-KY-IN"
39015,39,111.1111111,"Cincinnati, OH-KY-IN"
39017,39,111.1111111,"Cincinnati, OH-KY-IN"
39025,39,111.1111111,"Cincinnati, OH-KY-IN"
39061,39,111.1111111,"Cincinnati, OH-KY-IN"
39165,39,111.1111111,"Cincinnati, OH-KY-IN"
21047,21,112.2334456,"Clarksville, TN-KY"
21221,21,112.2334456,"Clarksville, TN-KY"
47125,47,112.2334456,"Clarksville, TN-KY"
47011,47,117.7856302,"Cleveland, TN"
47139,47,117.7856302,"Cleveland, TN"
39035,39,110.9877913,"Cleveland-Elyria, OH"
39055,39,110.9877913,"Cleveland-Elyria, OH"
39085,39,110.9877913,"Cleveland-Elyria, OH"
39093,39,110.9877913,"Cleveland-Elyria, OH"
39103,39,110.9877913,"Cleveland-Elyria, OH"
16055,16,105.7082452,"Coeur d'Alene, ID"
48041,48,107.5268817,"College Station-Bryan, TX"
48051,48,107.5268817,"College Station-Bryan, TX"
48395,48,107.5268817,"College Station-Bryan, TX"
8000,8,106.1571125,Colorado (Nonmetropolitan Area)
8003,8,106.1571125,Colorado (Nonmetropolitan Area)
8007,8,106.1571125,Colorado (Nonmetropolitan Area)
8009,8,106.1571125,Colorado (Nonmetropolitan Area)
8011,8,106.1571125,Colorado (Nonmetropolitan Area)
8015,8,106.1571125,Colorado (Nonmetropolitan Area)
8017,8,106.1571125,Colorado (Nonmetropolitan Area)
8021,8,106.1571125,Colorado (Nonmetropolitan Area)
8023,8,106.1571125,Colorado (Nonmetropolitan Area)
8025,8,106.1571125,Colorado (Nonmetropolitan Area)
8027,8,106.1571125,Colorado (Nonmetropolitan Area)
8029,8,106.1571125,Colorado (Nonmetropolitan Area)
8033,8,106.1571125,Colorado (Nonmetropolitan Area)
8037,8,106.1571125,Colorado (Nonmetropolitan Area)
8043,8,106.1571125,Colorado (Nonmetropolitan Area)
8045,8,106.1571125,Colorado (Nonmetropolitan Area)
8049,8,106.1571125,Colorado (Nonmetropolitan Area)
8051,8,106.1571125,Colorado (Nonmetropolitan Area)
8053,8,106.1571125,Colorado (Nonmetropolitan Area)
8055,8,106.1571125,Colorado (Nonmetropolitan Area)
8057,8,106.1571125,Colorado (Nonmetropolitan Area)
8061,8,106.1571125,Colorado (Nonmetropolitan Area)
8063,8,106.1571125,Colorado (Nonmetropolitan Area)
8065,8,106.1571125,Colorado (Nonmetropolitan Area)
8067,8,106.1571125,Colorado (Nonmetropolitan Area)
8071,8,106.1571125,Colorado (Nonmetropolitan Area)
8073,8,106.1571125,Colorado (Nonmetropolitan Area)
8075,8,106.1571125,Colorado (Nonmetropolitan Area)
8079,8,106.1571125,Colorado (Nonmetropolitan Area)
8081,8,106.1571125,Colorado (Nonmetropolitan Area)
8083,8,106.1571125,Colorado (Nonmetropolitan Area)
8085,8,106.1571125,Colorado (Nonmetropolitan Area)
8087,8,106.1571125,Colorado (Nonmetropolitan Area)
8089,8,106.1571125,Colorado (Nonmetropolitan Area)
8091,8,106.1571125,Colorado (Nonmetropolitan Area)
8095,8,106.1571125,Colorado (Nonmetropolitan Area)
8097,8,106.1571125,Colorado (Nonmetropolitan Area)
8099,8,106.1571125,Colorado (Nonmetropolitan Area)
8103,8,106.1571125,Colorado (Nonmetropolitan Area)
8105,8,106.1571125,Colorado (Nonmetropolitan Area)
8107,8,106.1571125,Colorado (Nonmetropolitan Area)
8109,8,106.1571125,Colorado (Nonmetropolitan Area)
8111,8,106.1571125,Colorado (Nonmetropolitan Area)
8113,8,106.1571125,Colorado (Nonmetropolitan Area)
8115,8,106.1571125,Colorado (Nonmetropolitan Area)
8117,8,106.1571125,Colorado (Nonmetropolitan Area)
8121,8,106.1571125,Colorado (Nonmetropolitan Area)
8125,8,106.1571125,Colorado (Nonmetropolitan Area)
8041,8,100.8064516,"Colorado Springs, CO"
8119,8,100.8064516,"Colorado Springs, CO"
29019,29,111.9820829,"Columbia, MO"
45017,45,108.9324619,"Columbia, SC"
45039,45,108.9324619,"Columbia, SC"
45055,45,108.9324619,"Columbia, SC"
45063,45,108.9324619,"Columbia, SC"
45079,45,108.9324619,"Columbia, SC"
45081,45,108.9324619,"Columbia, SC"
1113,1,112.4859393,"Columbus, GA-AL"
13053,13,112.4859393,"Columbus, GA-AL"
13145,13,112.4859393,"Columbus, GA-AL"
13197,13,112.4859393,"Columbus, GA-AL"
13215,13,112.4859393,"Columbus, GA-AL"
18005,18,112.4859393,"Columbus, IN"
39041,39,108.8139282,"Columbus, OH"
39045,39,108.8139282,"Columbus, OH"
39049,39,108.8139282,"Columbus, OH"
39073,39,108.8139282,"Columbus, OH"
39089,39,108.8139282,"Columbus, OH"
39097,39,108.8139282,"Columbus, OH"
39117,39,108.8139282,"Columbus, OH"
39127,39,108.8139282,"Columbus, OH"
39129,39,108.8139282,"Columbus, OH"
39159,39,108.8139282,"Columbus, OH"
9000,9,98.23182711,Connecticut (Nonmetropolitan Area)
9005,9,98.23182711,Connecticut (Nonmetropolitan Area)
48007,48,107.2961373,"Corpus Christi, TX"
48355,48,107.2961373,"Corpus Christi, TX"
48409,48,107.2961373,"Corpus Christi, TX"
41003,41,97.84735812,"Corvallis, OR"
